genero;nivel_formacion;pais;rubro;dotacion;origen_capital;puesto;funcion_rh;anios_experiencia;tipo_contratacion;sueldo_bruto;satisfaccion;busqueda;tipo_cambio;multiplicador;sueldo_ft;sueldo_dolar;cuenta
Femenino;Universitario completo;Argentina;Terminales automotrices, fábricas autopartistas, y afines;300;Nacional;Analista;Generalista;4;Full time;40700;3;No,  pero escucho ofertas;83.89;1;40700;485.1591369650733;1
Femenino;Universitario completo;Argentina;Hotelería, restauración, turismo;350;Nacional;Responsable;Administración de personal;6;Full time;51100;2;No,  pero escucho ofertas;83.89;1;51100;609.1310048873524;1
Masculino;Maestría en curso;Argentina;"Servicios financieros; seguros";760;Nacional;Analista;Generalista;10;Full time;96684.6;2;Sí, activamente;83.89;1;96684.6;1152.516390511384;1
Masculino;Universitario completo;Argentina;Construcción;235;Multinacional;Analista;Generalista;20;Full time;110000;3;Sí, activamente;83.89;1;110000;1311.2409107164144;1
Masculino;Universitario completo;Argentina;Función pública;4000;Nacional;Responsable;People Analytics;8;Full time;62700;2;Sí, activamente;83.89;1;62700;747.4073191083562;1
Masculino;Universitario en curso;Argentina;Tecnologías de Información, Sistemas, y afines;2500;Multinacional;HRBP;Generalista;6;Full time;156000;4;No,  pero escucho ofertas;83.89;1;156000;1859.5780188341876;1
Femenino;Universitario completo;Argentina;Otros;250;Nacional;Analista;Reclutamiento y selección;2;Full time;45000;3;No,  pero escucho ofertas;83.89;1;45000;536.4167362021695;1
Femenino;Universitario completo;Argentina;Tecnologías de Información, Sistemas, y afines;24000;Nacional;Analista;Generalista;22;Plazo Fijo;65000;NA;NA;83.89;1;65000;774.8241745142449;1
Femenino;Maestría completa;Argentina;Industrias químicas;122;Multinacional;Gerente;Generalista;20;Remoto (para otros países);290000;5;No,  pero escucho ofertas;83.89;1;290000;3456.907855525092;1
Femenino;Universitario completo;Argentina;"Servicios financieros; seguros";900;Nacional;Analista;Comunicación interna;10;Full time;78000;NA;NA;83.89;1;78000;929.7890094170938;1
Femenino;Universitario en curso;Argentina;Tecnologías de Información, Sistemas, y afines;360;Multinacional;Analista;Reclutamiento y selección;2;Plazo Fijo;66000;5;No estoy buscando cambiar;83.89;1;66000;786.7445464298486;1
Femenino;Universitario completo;Argentina;Tecnologías de Información, Sistemas, y afines;200;Nacional;Gerente;Generalista;15;Full time;186000;NA;NA;83.89;1;186000;2217.1891763023004;1
Femenino;Universitario completo;Argentina;Servicios profesionales;650;Multinacional;Analista;Capacitación y desarrollo;6;Full time;59800;4;No,  pero escucho ofertas;83.89;1;59800;712.8382405531053;1
Masculino;Maestría en curso;Argentina;"Petróleo y producción de gas; refinación de petróleo";5500;Nacional;Jefe;Compensaciones y beneficios;5;Full time;270000;4;No,  pero escucho ofertas;83.89;1;270000;3218.500417213017;1
Femenino;Universitario completo;Argentina;Servicios de consultoría;200;Multinacional;HRBP;Generalista;8;Full time;101000;2;No,  pero escucho ofertas;83.89;1;101000;1203.9575634759804;1
Masculino;Universitario completo;Argentina;"Alimentación; bebidas; tabaco";13000;Nacional;Jefe;Generalista;12;Full time;182000;NA;NA;83.89;1;182000;2169.5076886398856;1
Masculino;Universitario completo;Argentina;"Transporte marítimo; puertos;";500;Nacional;Analista;Administración de personal;5;Full time;90000;4;No,  pero escucho ofertas;83.89;1;90000;1072.833472404339;1
Masculino;Universitario completo;Argentina;Servicios de salud;1950;Nacional;Jefe;People Analytics;11;Full time;145000;5;No,  pero escucho ofertas;83.89;1;145000;1728.453927762546;1
Femenino;Universitario completo;Argentina;Servicios de salud;30;Multinacional;HRBP;HRBP;7;Full time;71000;3;No,  pero escucho ofertas;83.89;1;71000;846.3464060078675;1
Femenino;Maestría en curso;Argentina;"Servicios públicos (agua;gas; electricidad)";1700;Nacional;HRBP;Capacitación y desarrollo;17;Full time;150000;3;No,  pero escucho ofertas;83.89;1;150000;1788.055787340565;1
Femenino;Maestría completa;Argentina;Servicios de correos, y de telecomunicaciones;23000;Nacional;Analista;Capacitación y desarrollo;5;Full time;86400;3;No,  pero escucho ofertas;83.89;1;86400;1029.9201335081655;1
Femenino;Universitario completo;Argentina;Educación;250;Multinacional;Director;Generalista;15;Full time;350000;NA;NA;83.89;1;350000;4172.130170461319;1
Masculino;Universitario completo;Argentina;Tecnologías de Información, Sistemas, y afines;230;Multinacional;Analista;Administración de personal;3;Full time;76046;NA;NA;83.89;1;76046;906.4966026940041;1
Femenino;Universitario completo;Argentina;Tecnologías de Información, Sistemas, y afines;70;Nacional;HRBP;Reclutamiento y selección;10;Full time;82000;3;No,  pero escucho ofertas;83.89;1;82000;977.4704970795088;1
Masculino;Universitario completo;Argentina;Otros;115;Nacional;Responsable;Generalista;11;Full time;80000;4;No,  pero escucho ofertas;83.89;1;80000;953.6297532483013;1
Femenino;Universitario completo;Argentina;Comercio;312;Nacional;Gerente;Generalista;7;Full time;147000;4;No,  pero escucho ofertas;83.89;1;147000;1752.2946715937537;1
Femenino;Universitario completo;Argentina;Servicios de consultoría;16;Nacional;Responsable;Reclutamiento y selección;15;Full time;150000;NA;NA;83.89;1;150000;1788.055787340565;1
Femenino;Universitario completo;Argentina;Otros;1100;Multinacional;Analista;Administración de personal;2;Full time;45500;2;Sí, activamente;83.89;1;45500;542.3769221599714;1
Femenino;Universitario completo;Chile;Comercio;478;Nacional;Jefe;Payroll / Liquidación de sueldos;5;Full time;1600000;NA;NA;770.45;1;1600000;2076.708417158803;1
Masculino;Terciario completo;Argentina;Otros;150;Nacional;Analista;Administración de personal;5;Full time;125000;4;No,  pero escucho ofertas;83.89;1;125000;1490.0464894504707;1
Femenino;Universitario completo;Argentina;Otros;800;Nacional;HRBP;Generalista;7;Full time;72250;3;Sí, activamente;83.89;1;72250;861.2468709023722;1
Masculino;Universitario completo;Argentina;Tecnologías de Información, Sistemas, y afines;4000;Multinacional;HRBP;Generalista;10;Full time;150000;3;No,  pero escucho ofertas;83.89;1;150000;1788.055787340565;1
Femenino;Universitario completo;Argentina;"Alimentación; bebidas; tabaco";2400;Multinacional;Analista;Reclutamiento y selección;5;Full time;69000;NA;NA;83.89;1;69000;822.5056621766599;1
Femenino;Universitario completo;Argentina;Industrias químicas;28;Nacional;Responsable;Generalista;8;Full time;75000;3;No,  pero escucho ofertas;83.89;1;75000;894.0278936702825;1
Femenino;Universitario completo;Argentina;Servicios profesionales;10;Nacional;Analista;Payroll / Liquidación de sueldos;6;Full time;89156;4;No,  pero escucho ofertas;83.89;1;89156;1062.7726785075695;1
Masculino;Universitario completo;Argentina;Servicios de salud;500;Nacional;Analista;Generalista;8;Full time;52000;3;Sí, activamente;83.89;1;52000;619.8593396113959;1
Masculino;Maestría completa;Bolivia;Minería (carbón, otra minería);320;Multinacional;Gerente;Relaciones laborales;19;Full time;32348;5;No,  pero escucho ofertas;6.96;1;32348;4647.701149425287;1
Femenino;Universitario completo;Argentina;Función pública;7000;Nacional;Analista;Administración de personal;0;Full time;60000;3;No,  pero escucho ofertas;83.89;1;60000;715.222314936226;1
Femenino;Universitario completo;Chile;Otros;1200;Nacional;Analista;Compensaciones y beneficios;6;Full time;590000;NA;NA;770.45;1;590000;765.7862288273087;1
Femenino;Maestría completa;Argentina;Tecnologías de Información, Sistemas, y afines;100;Nacional;Responsable;Reclutamiento y selección;3;Full time;72000;NA;NA;83.89;1;72000;858.2667779234712;1
Masculino;Universitario completo;Argentina;Servicios de salud;2500;Nacional;HRBP;Generalista;3;Full time;180000;4;No,  pero escucho ofertas;83.89;1;180000;2145.666944808678;1
Femenino;Universitario completo;Argentina;Servicios de salud;150;Nacional;Jefe;Generalista;14;Full time;118000;1;Sí, activamente;83.89;1;118000;1406.6038860412446;1
Femenino;Maestría completa;Chile;Comercio;34;Nacional;Jefe;Generalista;5;Full time;1500000;2;No,  pero escucho ofertas;770.45;1;1500000;1946.9141410863779;1
Femenino;Maestría completa;Argentina;"Silvicultura; madera; celulosa; papel";80;Nacional;Jefe;General;24;Full time;96000;1;Sí, activamente;83.89;1;96000;1144.3557038979616;1
Masculino;Universitario completo;Argentina;Servicios de correos, y de telecomunicaciones;30;Multinacional;Gerente;Generalista;30;Full time;2140000;4;No,  pero escucho ofertas;83.89;1;2140000;25509.59589939206;1
Masculino;Universitario completo;Argentina;"Medios de comunicación; cultura; gráficos";40;Nacional;Analista;Generalista;8;Full time;78600;3;Sí, activamente;83.89;1;78600;936.941232566456;1
Femenino;Terciario completo;Venezuela;Servicios de correos, y de telecomunicaciones;800;Multinacional;Responsable;Compensaciones y beneficios;6;Plazo Fijo;86000000;2;No,  pero escucho ofertas;506541.78;1;86000000;169.77869031849653;1
Masculino;Universitario completo;Argentina;"Alimentación; bebidas; tabaco";100;Nacional;Responsable;Generalista;8;Full time;75000;4;Sí, activamente;83.89;1;75000;894.0278936702825;1
Femenino;Universitario completo;Argentina;Tecnologías de Información, Sistemas, y afines;20;Nacional;Responsable;Generalista;4;Full time;80360;5;No estoy buscando cambiar;83.89;1;80360;957.9210871379187;1
Femenino;Universitario en curso;Argentina;Servicios de salud;1100;Nacional;Analista;People Analytics;3;Full time;82170;2;Sí, activamente;83.89;1;82170;979.4969603051616;1
Masculino;Universitario completo;Argentina;Tecnologías de Información, Sistemas, y afines;40;Nacional;HRBP;Generalista;1;Full time;55000;4;No estoy buscando cambiar;83.89;1;55000;655.6204553582072;1
Femenino;Universitario completo;Uruguay;"Alimentación; bebidas; tabaco";146;Multinacional;Analista;Generalista;3;Full time;34537;1;Sí, activamente;43.003;1;34537;803.1300141850569;1
Masculino;Maestría completa;Bolivia;Servicios de correos, y de telecomunicaciones;3000;Multinacional;HRBP;Compensaciones y beneficios;7;Full time;11500;5;No,  pero escucho ofertas;6.96;1;11500;1652.2988505747126;1
Masculino;Maestría en curso;Bolivia;Construcción;250;Nacional;Jefe;Administración de personal;5;Full time;9000;4;Sí, activamente;6.96;1;9000;1293.103448275862;1
Masculino;Secundario completo;Argentina;"Medios de comunicación; cultura; gráficos";260;Multinacional;Administrativo;Asistente;2;Full time;60000;5;No,  pero escucho ofertas;83.89;1;60000;715.222314936226;1
Femenino;Universitario en curso;Argentina;"Bancos; banca online;";500;Multinacional;Analista;Reclutamiento y selección;2;Full time;56000;4;No,  pero escucho ofertas;83.89;1;56000;667.5408272738109;1
Femenino;Universitario completo;Argentina;Educación;250;Multinacional;Director;Generalista;15;Full time;350000;NA;NA;83.89;1;350000;4172.130170461319;1
Femenino;Universitario completo;Argentina;Servicios profesionales;450;Multinacional;Analista;Payroll / Liquidación de sueldos;4;Full time;97000;4;No,  pero escucho ofertas;83.89;1;97000;1156.2760758135653;1
Femenino;Terciario completo;Chile;"Agricultura; plantaciones,otros sectores rurales";409;Multinacional;Responsable;Payroll / Liquidación de sueldos;6;Full time;850000;2;Sí, activamente;770.45;1;850000;1103.2513466156142;1
Femenino;Universitario completo;Argentina;Educación;250;Multinacional;Director;Generalista;15;Full time;350000;NA;NA;83.89;1;350000;4172.130170461319;1
Masculino;Universitario completo;Argentina;"Alimentación; bebidas; tabaco";520;Nacional;Responsable;Compensaciones y beneficios;15;Full time;109000;4;No,  pero escucho ofertas;83.89;1;109000;1299.3205388008105;1
Masculino;Maestría completa;Argentina;Tecnologías de Información, Sistemas, y afines;635;Nacional;Jefe;Compensaciones y beneficios;15;Full time;200;2;Sí, activamente;83.89;1;200;2.3840743831207534;1
Femenino;Universitario completo;Argentina;Otros;1300;Nacional;Analista;Administración de personal;6;Full time;43000;3;Sí, activamente;83.89;1;43000;512.575992370962;1
Masculino;Universitario completo;Argentina;Tecnologías de Información, Sistemas, y afines;1600;Multinacional;Analista;Reclutamiento y selección;5;Full time;70000;5;No estoy buscando cambiar;83.89;1;70000;834.4260340922636;1
Femenino;Maestría completa;Argentina;Comercio;320;Nacional;Gerente;Generalista;16;Full time;180000;4;No estoy buscando cambiar;83.89;1;180000;2145.666944808678;1
Femenino;Universitario completo;Argentina;"Medios de comunicación; cultura; gráficos";170;Multinacional;Gerente;Generalista;9;Full time;185000;4;No,  pero escucho ofertas;83.89;1;185000;2205.268804386697;1
Femenino;Universitario completo;Argentina;Servicios de salud;65;Nacional;Administrativo;Administración de personal;6;Full time;50000;NA;NA;83.89;1;50000;596.0185957801883;1
Femenino;Universitario en curso;Argentina;Servicios de consultoría;50;Multinacional;Analista;Generalista;0;Plazo Fijo;22500;NA;NA;83.89;1;22500;268.2083681010848;1
Femenino;Universitario completo;Argentina;Terminales automotrices, fábricas autopartistas, y afines;140;Multinacional;Analista;Administración de personal;15;Full time;80000;3;Sí, activamente;83.89;1;80000;953.6297532483013;1
Femenino;Universitario en curso;Uruguay;Construcción;200;Multinacional;Analista;Generalista;6;Full time;80000;3;No,  pero escucho ofertas;43.003;1;80000;1860.335325442411;1
Femenino;Universitario en curso;Uruguay;Servicios de salud;400;Nacional;Analista;Generalista;5;Full time;70000;3;Sí, activamente;43.003;1;70000;1627.7934097621096;1
Masculino;Universitario completo;Argentina;Comercio;870;Nacional;Gerente;Administración de personal;30;Full time;150000;4;No,  pero escucho ofertas;83.89;1;150000;1788.055787340565;1
Femenino;Universitario completo;Argentina;Comercio;200;Nacional;Gerente;Hard;121;Full time;135000;3;Sí, activamente;83.89;1;135000;1609.2502086065085;1
Masculino;Universitario completo;Bolivia;Otros;3000;Multinacional;Analista;Capacitación y desarrollo;6;Full time;10000;NA;NA;6.96;1;10000;1436.7816091954023;1
Masculino;Universitario completo;Bolivia;"Petróleo y producción de gas; refinación de petróleo";80;Nacional;Jefe;Reclutamiento y selección;10;Full time;22100;NA;NA;6.96;1;22100;3175.287356321839;1
Masculino;Universitario completo;Argentina;Hotelería, restauración, turismo;300;Nacional;Analista;Administración de personal;6;Full time;70000;4;No,  pero escucho ofertas;83.89;1;70000;834.4260340922636;1
Femenino;Secundario completo;Argentina;Hotelería, restauración, turismo;28;Multinacional;Responsable;Generalista;16;Full time;86000;4;No,  pero escucho ofertas;83.89;1;86000;1025.151984741924;1
Masculino;Maestría completa;Perú;Minería (carbón, otra minería);130;Nacional;Jefe;Administración de personal;6;Full time;6500;4;No,  pero escucho ofertas;3.615;1;6500;1798.0636237897647;1
Masculino;Universitario completo;Chile;Servicios de consultoría;1500;Nacional;Jefe;Reclutamiento y selección;10;Full time;1500000;3;Sí, activamente;770.45;1;1500000;1946.9141410863779;1
Femenino;Universitario completo;Argentina;Servicios de salud;10000;Nacional;Responsable;Generalista;10;Full time;123000;4;No,  pero escucho ofertas;83.89;1;123000;1466.2057456192633;1
Femenino;Universitario completo;Argentina;Servicios profesionales;10000;Multinacional;Administrativo;Payroll / Liquidación de sueldos;5;Full time;94050;4;No,  pero escucho ofertas;83.89;1;94050;1121.1109786625343;1
Masculino;Secundario completo;Argentina;Servicios de salud;1300;Nacional;Analista;Administración de personal;12;Full time;60600;4;No,  pero escucho ofertas;83.89;1;60600;722.3745380855883;1
Masculino;Universitario en curso;Argentina;"Petróleo y producción de gas; refinación de petróleo";3000;Multinacional;Gerente;Generalista;25;Full time;250;NA;NA;83.89;1;250;2.9800929789009416;1
Femenino;Maestría en curso;Argentina;Otros;115;Nacional;Jefe;Generalista;4;Full time;100000;1;Sí, activamente;83.89;1;100000;1192.0371915603766;1
Femenino;Universitario completo;Argentina;"Servicios financieros; seguros";25;Nacional;Responsable;Reclutamiento y selección;5;Full time;50600;3;No,  pero escucho ofertas;83.89;1;50600;603.1708189295506;1
Masculino;Universitario completo;Argentina;"Servicios financieros; seguros";75;Nacional;Gerente;Generalista;12;Full time;147000;1;Sí, activamente;83.89;1;147000;1752.2946715937537;1
Femenino;Maestría completa;Argentina;Otros;300;Nacional;Director;Generalista;15;Full time;360000;3;No,  pero escucho ofertas;83.89;1;360000;4291.333889617356;1
Masculino;Universitario completo;Argentina;Otros;5000;Nacional;Responsable;payroll y adminsitracion de personal;28;Full time;150000;1;Sí, activamente;83.89;1;150000;1788.055787340565;1
Masculino;Universitario completo;Argentina;Tecnologías de Información, Sistemas, y afines;70;Nacional;Responsable;Generalista;15;Full time;112000;3;No,  pero escucho ofertas;83.89;1;112000;1335.0816545476218;1
Femenino;Maestría en curso;Argentina;Tecnologías de Información, Sistemas, y afines;250;Multinacional;Analista;Reclutamiento y selección;4;Full time;90100;4;No estoy buscando cambiar;83.89;1;90100;1074.0255095958994;1
Masculino;Universitario en curso;Argentina;Otros;70;Nacional;Jefe;Administración de personal;30;Full time;75610;1;Sí, activamente;83.89;1;75610;901.2993205388008;1
Femenino;Maestría en curso;Argentina;Otros;1800;Nacional;Analista;Capacitación y desarrollo;5;Full time;40000;3;No,  pero escucho ofertas;83.89;1;40000;476.81487662415066;1
Femenino;Universitario completo;Argentina;Tecnologías de Información, Sistemas, y afines;6500;Multinacional;Analista;Reclutamiento y selección;6;Full time;60200;4;No estoy buscando cambiar;83.89;1;60200;717.6063893193467;1
Femenino;Terciario completo;Argentina;Tecnologías de Información, Sistemas, y afines;6200;Multinacional;HRBP;Reclutamiento y selección;3.5;Full time;66000;4;No,  pero escucho ofertas;83.89;1;66000;786.7445464298486;1
Femenino;Universitario completo;Argentina;"Transporte (incluyendo aviación civil; ferrocarriles por carretera)";10000;Nacional;Jefe;Mejora continua proyectos de innovación;20;Full time;115000;4;No,  pero escucho ofertas;83.89;1;115000;1370.8427702944332;1
Masculino;Universitario completo;Argentina;"Bancos; banca online;";60;Nacional;HRBP;Generalista;16;Full time;220000;NA;NA;83.89;1;220000;2622.481821432829;1
Masculino;Universitario completo;Argentina;"Servicios financieros; seguros";1200;Multinacional;Analista;Payroll / Liquidación de sueldos;15;Full time;140000;1;No,  pero escucho ofertas;83.89;1;140000;1668.8520681845273;1
Femenino;Universitario en curso;Argentina;Servicios de salud;3000;Nacional;Analista;Reclutamiento y selección;9;Full time;64497;3;No,  pero escucho ofertas;83.89;1;64497;768.8282274406962;1
Femenino;Universitario en curso;Argentina;"Transporte (incluyendo aviación civil; ferrocarriles por carretera)";63;Nacional;Analista;Generalista;1.5;Full time;40000;2;Sí, activamente;83.89;1;40000;476.81487662415066;1
Femenino;Universitario completo;Argentina;"Transporte (incluyendo aviación civil; ferrocarriles por carretera)";10000;Nacional;Jefe;Mejora continua proyectos de innovación;20;Full time;115000;4;No,  pero escucho ofertas;83.89;1;115000;1370.8427702944332;1
Femenino;Universitario completo;Argentina;Servicios profesionales;15;Nacional;HRBP;Generalista;6;Full time;47;1;Sí, activamente;83.89;1;47;0.560257480033377;1
Masculino;Universitario completo;Argentina;Servicios de consultoría;3000;Multinacional;HRBP;Diseño organizacional;2;Full time;84000;NA;NA;83.89;1;84000;1001.3112409107164;1
Femenino;Maestría completa;Argentina;"Medios de comunicación; cultura; gráficos";40;Nacional;Director;Generalista;10;Full time;157500;5;No estoy buscando cambiar;83.89;1;157500;1877.4585767075932;1
Masculino;Maestría en curso;Argentina;Industrias químicas;138;Multinacional;Gerente;Generalista;18;Full time;201300;4;No,  pero escucho ofertas;83.89;1;201300;2399.570866611038;1
Masculino;Universitario completo;Argentina;Construcción;3000;Nacional;Jefe;Capacitación y desarrollo;10;Full time;103000;NA;NA;83.89;1;103000;1227.798307307188;1
Femenino;Universitario completo;Argentina;Otros;500;Multinacional;HRBP;Generalista;11;Full time;205000;3;Sí, activamente;83.89;1;205000;2443.676242698772;1
Femenino;Universitario en curso;Argentina;Servicios de correos, y de telecomunicaciones;175;Nacional;Analista;Reclutamiento y selección;10;Full time;97700;3;No,  pero escucho ofertas;83.89;1;97700;1164.620336154488;1
Masculino;Universitario completo;Argentina;"Transporte marítimo; puertos;";90;Nacional;Gerente;Generalista;15;Full time;125000;NA;NA;83.89;1;125000;1490.0464894504707;1
Masculino;Universitario completo;Argentina;"Petróleo y producción de gas; refinación de petróleo";490;Multinacional;Jefe;Relaciones laborales;19;Full time;256000;5;No,  pero escucho ofertas;83.89;1;256000;3051.615210394564;1
Prefiero no responder;Maestría completa;Bolivia;Otros;160;Nacional;Responsable;Compensaciones y beneficios;15;Full time;9000;3;No,  pero escucho ofertas;6.96;1;9000;1293.103448275862;1
Femenino;Universitario completo;Argentina;Tecnologías de Información, Sistemas, y afines;70;Nacional;Analista;Generalista;5;Full time;60000;4;No,  pero escucho ofertas;83.89;1;60000;715.222314936226;1
Masculino;Universitario completo;Argentina;Servicios de salud;400;Nacional;Jefe;Generalista;14;Full time;89000;5;No estoy buscando cambiar;83.89;1;89000;1060.9131004887352;1
Femenino;Terciario completo;Argentina;Tecnologías de Información, Sistemas, y afines;250;Multinacional;HRBP;Reclutamiento y selección;3;Full time;93000;5;No,  pero escucho ofertas;83.89;1;93000;1108.5945881511502;1
Masculino;Universitario completo;Argentina;Tecnologías de Información, Sistemas, y afines;2700;Multinacional;Gerente;HRBP;13;Full time;221000;NA;NA;83.89;1;221000;2634.4021933484323;1
Masculino;Universitario completo;Argentina;Servicios de salud;190;Nacional;Jefe;Generalista;15;Full time;160000;3;No,  pero escucho ofertas;83.89;1;160000;1907.2595064966026;1
Femenino;Universitario en curso;Paraguay;Construcción;350;Nacional;Jefe;Administración de personal;7;Full time;7000000;3;No,  pero escucho ofertas;7027.74;1;7000000;996.0527851058804;1
Femenino;Universitario en curso;Argentina;Servicios de consultoría;700;Nacional;Analista;Reclutamiento y selección;10;Full time;75000;NA;NA;83.89;1;75000;894.0278936702825;1
Femenino;Universitario en curso;Argentina;Otros;100;Nacional;Analista;Reclutamiento y selección;10;Full time;85000;1;Sí, activamente;83.89;1;85000;1013.2316128263202;1
Femenino;Universitario completo;Argentina;Tecnologías de Información, Sistemas, y afines;750;Nacional;HRBP;Generalista;11;Full time;120000;3;Sí, activamente;83.89;1;120000;1430.444629872452;1
Femenino;Maestría completa;Argentina;Otros;350;Nacional;Analista;Capacitación y desarrollo;10;Full time;77000;4;No,  pero escucho ofertas;83.89;1;77000;917.8686375014901;1
Masculino;Maestría completa;Argentina;Terminales automotrices, fábricas autopartistas, y afines;1200;Multinacional;Director;Generalista;15;Full time;338000;4;No,  pero escucho ofertas;83.89;1;338000;4029.0857074740734;1
Masculino;Universitario completo;Argentina;"Alimentación; bebidas; tabaco";300;Multinacional;Jefe;Generalista;10;Full time;106000;4;No estoy buscando cambiar;83.89;1;106000;1263.5594230539994;1
Masculino;Universitario completo;Argentina;Servicios de salud;2500;Nacional;HRBP;Generalista;3;Full time;180000;4;No,  pero escucho ofertas;83.89;1;180000;2145.666944808678;1
Masculino;Maestría completa;Argentina;Tecnologías de Información, Sistemas, y afines;200;Nacional;Director;Generalista;28;Full time;250000;3;No,  pero escucho ofertas;83.89;1;250000;2980.0929789009415;1
Masculino;Universitario en curso;Argentina;Otros;700;Nacional;Analista;Generalista;6;Full time;60000;3;No,  pero escucho ofertas;83.89;1;60000;715.222314936226;1
Femenino;Universitario completo;Argentina;"Servicios financieros; seguros";500;Nacional;Analista;Payroll / Liquidación de sueldos;7;Full time;45000;2;Sí, activamente;83.89;1;45000;536.4167362021695;1
Femenino;Universitario completo;Argentina;Servicios de consultoría;300;Multinacional;Analista;Payroll / Liquidación de sueldos;3;Full time;57000;3;No,  pero escucho ofertas;83.89;1;57000;679.4611991894147;1
Femenino;Universitario completo;Argentina;Servicios profesionales;86;Multinacional;Responsable;Payroll / Liquidación de sueldos;4;Full time;74000;NA;NA;83.89;1;74000;882.1075217546787;1
Masculino;Maestría en curso;Argentina;Otros;150;Nacional;Responsable;Administración de personal;8;Full time;120000;NA;NA;83.89;1;120000;1430.444629872452;1
Femenino;Universitario en curso;Argentina;Otros;4000;Nacional;Analista;Administración de personal;1;Full time;30000;1;Sí, activamente;83.89;1;30000;357.611157468113;1
Femenino;Universitario en curso;Argentina;Servicios de consultoría;200;Nacional;Jefe;Payroll / Liquidación de sueldos;8;Full time;44000;1;Sí, activamente;83.89;1;44000;524.4963642865657;1
Masculino;Universitario completo;Argentina;Educación;2000;Nacional;HRBP;Generalista;6;Full time;75000;NA;NA;83.89;1;75000;894.0278936702825;1
Femenino;Universitario completo;Chile;"Servicios públicos (agua;gas; electricidad)";66;Nacional;Jefe;Payroll / Liquidación de sueldos;20;Full time;1800000;4;No,  pero escucho ofertas;770.45;1;1800000;2336.2969693036534;1
Masculino;Secundario completo;Argentina;"Transporte (incluyendo aviación civil; ferrocarriles por carretera)";450;Nacional;Analista;Generalista;5;Full time;55000;NA;NA;83.89;1;55000;655.6204553582072;1
Femenino;Universitario completo;Argentina;Tecnologías de Información, Sistemas, y afines;100;Nacional;Analista;Administración de personal;6;Full time;70000;4;No estoy buscando cambiar;83.89;1;70000;834.4260340922636;1
Masculino;Universitario completo;Argentina;Función pública;360;Nacional;Analista;Payroll / Liquidación de sueldos;11;Plazo Fijo;115000;3;No,  pero escucho ofertas;83.89;1;115000;1370.8427702944332;1
Masculino;Universitario completo;Argentina;Educación;150;Nacional;Responsable;Generalista;10;Plazo Fijo;85000;4;No,  pero escucho ofertas;83.89;1;85000;1013.2316128263202;1
Masculino;Universitario en curso;Argentina;Servicios de consultoría;10000;Multinacional;Analista;Generalista;2;Full time;52500;2;No,  pero escucho ofertas;83.89;1;52500;625.8195255691977;1
Femenino;Universitario completo;Argentina;Función pública;180;Nacional;Gerente;Diseño organizacional;7;Full time;110600;NA;NA;83.89;1;110600;1318.3931338657767;1
Femenino;Maestría completa;Bolivia;Educación;36;Nacional;Administrativo;Administración de personal;7;Part time;3500;2;Sí, activamente;6.96;1.5;5250;754.3103448275862;1
Masculino;Universitario en curso;Argentina;"Servicios públicos (agua;gas; electricidad)";4800;Nacional;Analista;Comunicación interna;1;Full time;56000;4;No,  pero escucho ofertas;83.89;1;56000;667.5408272738109;1
Masculino;Terciario completo;Argentina;"Servicios financieros; seguros";3000;Nacional;Analista;Reclutamiento y selección;5;Full time;68000;4;No estoy buscando cambiar;83.89;1;68000;810.5852902610561;1
Femenino;Universitario completo;Argentina;Servicios profesionales;460;Multinacional;Responsable;Compensaciones y beneficios;8;Full time;96300;5;No,  pero escucho ofertas;83.89;1;96300;1147.9318154726427;1
Masculino;Maestría completa;Argentina;Hotelería, restauración, turismo;300;Nacional;Jefe;Generalista;15;Full time;120000;4;No estoy buscando cambiar;83.89;1;120000;1430.444629872452;1
Femenino;Universitario completo;Paraguay;Industrias químicas;350;Nacional;Analista;Administración de personal;11;Full time;5500000;4;No,  pero escucho ofertas;7027.74;1;5500000;782.6129025831917;1
Femenino;Universitario en curso;Argentina;Tecnologías de Información, Sistemas, y afines;300;Multinacional;Analista;Reclutamiento y selección;3;Full time;49000;3;No,  pero escucho ofertas;83.89;1;49000;584.0982238645846;1
Femenino;Universitario completo;Argentina;Comercio;3500;Multinacional;Analista;Capacitación y desarrollo;10;Full time;53346;NA;NA;83.89;1;53346;635.9041602097985;1
Masculino;Universitario completo;Paraguay;"Transporte marítimo; puertos;";250;Multinacional;Analista;Compensaciones y beneficios;9;Full time;7000000;4;No,  pero escucho ofertas;7027.74;1;7000000;996.0527851058804;1
Masculino;Universitario completo;Paraguay;"Bancos; banca online;";1100;Nacional;Gerente;Generalista;15;Full time;18000000;1;Sí, activamente;7027.74;1;18000000;2561.278590272264;1
Masculino;Maestría completa;Argentina;"Agricultura; plantaciones,otros sectores rurales";350;Nacional;Responsable;Payroll / Liquidación de sueldos;7;Full time;75000;4;Sí, activamente;83.89;1;75000;894.0278936702825;1
Femenino;Secundario completo;Argentina;Servicios de salud;8500;Nacional;Analista;Administración de personal;1;Full time;43000;4;No,  pero escucho ofertas;83.89;1;43000;512.575992370962;1
Masculino;Universitario completo;Paraguay;Otros;134;Nacional;Responsable;Generalista;5;Full time;5000000;2;Sí, activamente;7027.74;1;5000000;711.4662750756289;1
Femenino;Universitario en curso;Argentina;Servicios de consultoría;20;Nacional;HRBP;Reclutamiento y selección;0;Full time;30000;3;No estoy buscando cambiar;83.89;1;30000;357.611157468113;1
